iter	MultiClass
197	0.2779633888
198	0.2767674106
199	0.2759770175
200	0.2754487953
201	0.2745286198
202	0.273692358
203	0.2729450353
204	0.2718655858
205	0.2704241535
206	0.2698326439
207	0.2684096987
208	0.2672452536
209	0.2664954352
210	0.2655226624
211	0.2647012868
212	0.2642849912
213	0.2627669652
214	0.2620378979
215	0.2609556285
216	0.2596257967
217	0.2589764445
218	0.2574850003
219	0.2556727968
220	0.2545759626
221	0.2537636121
222	0.2530012951
223	0.2523221995
224	0.2517138021
225	0.2507797296
226	0.2497383701
227	0.2489661494
228	0.2479355667
229	0.2465373071
230	0.2452960722
231	0.2444462221
232	0.2433176394
233	0.2427034289
234	0.2412937477
235	0.2405498345
236	0.2395687428
237	0.2387398472
238	0.2384338627
239	0.2380905952
240	0.2372062642
241	0.2364021895
242	0.23491819
243	0.2336068784
244	0.2330515099
245	0.2324203874
246	0.2312009438
247	0.2304045921
248	0.2293002281
249	0.2280224967
250	0.2270269519
251	0.2264105159
252	0.2257442451
253	0.2247690046
254	0.2237064407
255	0.223002638
256	0.2219861629
257	0.2212561607
258	0.2208389428
259	0.2202658834
260	0.2187630455
261	0.218068504
262	0.2171747065
263	0.2161203433
264	0.2155109919
265	0.2148870119
266	0.2142554499
267	0.2130097061
268	0.2118123449
269	0.2113086078
270	0.2102797394
271	0.209034606
272	0.2084503741
273	0.2080090781
274	0.207105367
275	0.2064794305
276	0.2059690932
277	0.2054021275
278	0.2046727492
279	0.2038051664
280	0.2032887484
281	0.2023210151
282	0.2012614725
283	0.2003627228
284	0.2000655249
285	0.1992570914
286	0.1983364841
287	0.197400283
288	0.1967582845
289	0.1960941063
290	0.1953126689
291	0.1948215271
292	0.1943596331
293	0.193643326
294	0.1927879156
295	0.1921682991
296	0.1914020341
297	0.1909947438
298	0.1903325359
299	0.1895631446
300	0.1888295126
301	0.188453209
302	0.1879163105
303	0.1871032457
304	0.1867957074
305	0.1862366133
306	0.185424062
307	0.184872097
308	0.184319163
309	0.1835316101
310	0.1827608169
311	0.1820411718
312	0.1812835237
313	0.1808247717
314	0.1802660951
315	0.1796514614
316	0.1790812863
317	0.1780557252
318	0.1774824589
319	0.1769247398
320	0.176250124
321	0.1758911993
322	0.1755103867
323	0.1751344739
324	0.1748508647
325	0.1742413129
326	0.1734430132
327	0.1729365462
328	0.1724892574
329	0.1716118694
330	0.1712809877
331	0.1711264069
332	0.1708112796
333	0.1703580796
334	0.1700184958
335	0.1695148384
336	0.1689334686
337	0.1680814384
338	0.1672716441
339	0.1668203629
340	0.166232941
341	0.1658499575
342	0.1652349475
343	0.1642916647
344	0.1639659404
345	0.1632280258
346	0.1628021023
347	0.1623516761
348	0.1622013525
349	0.1617552145
350	0.1613200555
351	0.1611609851
352	0.160567892
353	0.1600783055
354	0.1593900876
355	0.159109444
356	0.158392709
357	0.1580076812
358	0.1573765365
359	0.1571908351
360	0.1567742609
361	0.156313119
362	0.1558882483
363	0.1553946674
364	0.1546388267
365	0.1540428505
366	0.1537324318
367	0.1530434091
368	0.1528375363
369	0.1522596862
370	0.1518996593
371	0.1514950811
372	0.1510403208
373	0.1503527498
374	0.149785373
375	0.149484875
376	0.1487906564
377	0.1480623155
378	0.1474606998
379	0.1469957785
380	0.1466688861
381	0.1461187992
382	0.1456842899
383	0.1451108154
384	0.1449473338
385	0.1447134118
386	0.144394673
387	0.1440354181
388	0.143340893
389	0.1428415327
390	0.1424998142
391	0.1418214685
392	0.1413202663
393	0.1406500471
394	0.1405041017
395	0.1398606603
396	0.139410644
397	0.1389160001
398	0.1385571068
399	0.1381472476
400	0.1376461289
401	0.1373509125
402	0.1368611589
403	0.1367062387
404	0.1361998499
405	0.1357540878
406	0.1351343795
407	0.1348776732
408	0.1344379082
409	0.1341175597
410	0.1334748796
411	0.1330575635
412	0.1324165556
413	0.132043651
414	0.1316439554
415	0.1313966609
416	0.1309594938
417	0.1306511274
418	0.1302099724
419	0.129729018
420	0.1293029446
421	0.1289563471
422	0.1287637654
423	0.128550146
424	0.128085484
425	0.1277071082
426	0.1274048262
427	0.1268580624
428	0.12670144
429	0.1263945475
430	0.1261201374
431	0.1256988866
432	0.1255444569
433	0.1251925751
434	0.124852698
435	0.124612524
436	0.1243552665
437	0.1240558559
438	0.1233644813
439	0.1230909053
440	0.122931664
441	0.1224243691
442	0.1222460646
443	0.1218460771
444	0.1214851533
445	0.1211122809
446	0.1207249914
447	0.1204657224
448	0.1199907077
449	0.1197104487
450	0.1191690484
451	0.1189600785
452	0.1187692814
453	0.118575652
454	0.1181633245
455	0.117928478
456	0.1178038156
457	0.1176436753
458	0.1173208755
459	0.1169760753
460	0.1167578794
461	0.1163231806
462	0.1161010396
463	0.115628005
464	0.1153408746
465	0.1151247249
466	0.1147018897
467	0.1142469504
468	0.114008212
469	0.1136027223
470	0.1133198454
471	0.1130140092
472	0.1127917996
473	0.1123477601
474	0.112032043
475	0.1116852533
476	0.1113253294
477	0.1110058991
478	0.1107422354
479	0.110514578
480	0.1103663778
481	0.1100854607
482	0.1098603211
483	0.1095605917
484	0.1094076647
485	0.1090271594
486	0.1086166756
487	0.1084991186
488	0.1082167025
489	0.1080886519
490	0.1078228896
491	0.1075280349
492	0.1072599296
493	0.1070432665
494	0.106703089
495	0.1064941747
496	0.1063663642
497	0.1059773793
498	0.1056884636
499	0.1055086446
500	0.105071769
501	0.104725646
502	0.1044071494
503	0.1041926716
504	0.1040085891
505	0.1035128278
506	0.103209289
507	0.1029614516
508	0.1024709138
509	0.1022720805
510	0.1021862933
511	0.1019996544
512	0.1019130802
513	0.1015474126
514	0.101173669
515	0.1009326777
516	0.1007034138
517	0.1004940739
518	0.100271336
519	0.1001037617
520	0.09997486155
521	0.09978753398
522	0.09952531492
523	0.09931533476
524	0.09902374608
525	0.09875147548
526	0.09839981958
527	0.09827043151
528	0.09807336752
529	0.0978990834
530	0.09766925728
531	0.09734578316
532	0.09700969902
533	0.09673092861
534	0.09649651064
535	0.0963051255
536	0.09604307917
537	0.09573174694
538	0.09557372295
539	0.09529975331
540	0.09498291064
541	0.09484236507
542	0.09469790599
543	0.09451543351
544	0.09418757713
545	0.09409945199
546	0.09376976555
547	0.09362565059
548	0.09338716748
549	0.09322263018
550	0.09300586987
551	0.09291234388
552	0.09269311607
553	0.09255761442
554	0.09237161274
555	0.09208887552
556	0.09181340991
557	0.09147661887
558	0.0912462461
559	0.0910637621
560	0.09096275861
561	0.09078870302
562	0.09063389348
563	0.09036901191
564	0.09019190594
565	0.09000927029
566	0.08968167802
567	0.08937120849
568	0.08915404626
569	0.08890514943
570	0.08874295617
571	0.08864025334
572	0.08860874473
573	0.08844396563
574	0.08830302533
575	0.08815811617
576	0.08801990024
577	0.08777739112
578	0.0874994336
579	0.08729564067
580	0.08715659124
581	0.08690555658
582	0.0866719449
583	0.08657013012
584	0.08647502664
585	0.08630759162
586	0.08605076922
587	0.08596089022
588	0.08575218906
589	0.08562153509
590	0.08538238296
591	0.08524995123
592	0.08500416371
593	0.08491437372
594	0.08458550006
595	0.08433698232
596	0.08413560035
597	0.08393321432
598	0.08366452462
599	0.08337602014
600	0.08317999434
601	0.08286722494
602	0.08273363627
603	0.08251146521
604	0.08231797842
605	0.08217529329
606	0.08214207409
607	0.08193592074
608	0.08173564139
609	0.08147532947
610	0.08132199406
611	0.08105701582
612	0.08086231386
613	0.08060054381
614	0.08037274598
615	0.08024664266
616	0.0799982764
617	0.07976006696
618	0.07963436024
619	0.07955879362
620	0.0793346022
621	0.07926478286
622	0.07909582225
623	0.07876670018
624	0.07854538563
625	0.07830796095
626	0.07818511466
627	0.07788992673
628	0.07777226417
629	0.07757882756
630	0.07752907387
631	0.07743878901
632	0.07732219514
633	0.07714424409
634	0.07704565748
635	0.07681862736
636	0.07669478217
637	0.07651349943
638	0.07634572971
639	0.07617105457
640	0.07600672058
641	0.07577086963
642	0.07560975174
643	0.07550123833
644	0.07530132484
645	0.07510236289
646	0.07484757892
647	0.07471817863
648	0.07451891467
649	0.07431042004
650	0.07419859777
651	0.0740439151
652	0.0739859216
653	0.07382305073
654	0.07372292201
655	0.07352607634
656	0.07328600636
657	0.07309312778
658	0.07292247176
659	0.07278510926
660	0.0726472722
661	0.07250380479
662	0.07221911875
663	0.07204545119
664	0.07189319228
665	0.07170289298
666	0.07152728085
667	0.07137611024
668	0.07119607286
669	0.07100109068
670	0.0708407027
671	0.07072530531
672	0.07063469168
673	0.0704382917
674	0.0702443137
675	0.0701382525
676	0.07000509189
677	0.06988717013
678	0.06973869896
679	0.06960880232
680	0.06943706561
681	0.06929727715
682	0.06913909843
683	0.06905110001
684	0.06895578244
685	0.06875994846
686	0.06855238118
687	0.0685283505
688	0.06839696913
689	0.06825224777
690	0.06813363539
691	0.06793009543
692	0.06774509522
693	0.06761636847
694	0.06750456259
695	0.0673281911
696	0.06720157787
697	0.06705767238
698	0.06694578937
699	0.06679473396
700	0.06672101265
701	0.0666285419
702	0.06656921945
703	0.06647369432
704	0.0664045017
705	0.06629232192
706	0.06614039931
707	0.06596773984
708	0.06581227393
709	0.06560838837
710	0.06539708102
711	0.06531628799
712	0.06511634436
713	0.0649187405
714	0.06480099252
715	0.06460168839
716	0.06442607753
717	0.06426072249
718	0.0641161197
719	0.06401507334
720	0.06391033027
721	0.06379000247
722	0.06361293719
723	0.06341529627
724	0.06323406241
725	0.06312325325
726	0.06301840973
727	0.06290933756
728	0.06271939279
729	0.06257151736
730	0.06244269999
731	0.06230837184
732	0.062231581
733	0.06217544408
734	0.06200486423
735	0.06193405441
736	0.0618895856
737	0.06176863929
738	0.06167780029
739	0.06154698386
740	0.06140334986
741	0.06129894651
742	0.06115019589
743	0.06099695511
744	0.06090364484
745	0.06079016754
746	0.06068166042
747	0.06055913561
748	0.06042807994
749	0.06027402974
750	0.06019692695
751	0.06005803626
752	0.05991152529
753	0.05976541922
754	0.05959622246
755	0.05953460021
756	0.05943770452
757	0.05934996297
758	0.05918529407
759	0.05913649939
760	0.05904631996
761	0.05893849468
762	0.05887779283
763	0.0587557332
764	0.05862837969
765	0.05853072814
766	0.05835722524
767	0.05831104495
768	0.05820715622
769	0.05810231542
770	0.05801310818
771	0.05795869317
772	0.05788575975
773	0.05777746144
774	0.05767903331
775	0.05755961941
776	0.05747547513
777	0.05737821142
778	0.05720735067
779	0.0570383078
780	0.05693059752
781	0.05680253423
782	0.05662252116
783	0.05655749292
784	0.05640439555
785	0.0562973886
786	0.05621729306
787	0.05611114292
788	0.05594917353
789	0.05578835968
790	0.05569142613
791	0.05554307714
792	0.05544586599
793	0.05531738889
794	0.0551984844
795	0.0551283718
796	0.05508092304
797	0.05499321945
798	0.05489830591
799	0.05474012833
800	0.0545911742
801	0.05446983648
802	0.05437050512
803	0.0542390644
804	0.05417086585
805	0.05408252817
806	0.05398678586
807	0.05389255568
808	0.05378658674
809	0.05369391143
810	0.05360907957
811	0.05349956676
812	0.05343045212
813	0.05334310655
814	0.05331117925
815	0.05322622997
816	0.05314499313
817	0.05307522188
818	0.05296175563
819	0.05285383405
820	0.05280693779
821	0.05269082457
822	0.05266677477
823	0.0525759599
824	0.05252981701
825	0.05247540058
826	0.0524005404
827	0.05232957697
828	0.05224600922
829	0.05212607213
830	0.05197606072
831	0.05189631505
832	0.05182766416
833	0.05174508666
834	0.05164569512
835	0.05159653439
836	0.05156799057
837	0.05146727992
838	0.0514007464
839	0.05127804033
840	0.05120366158
841	0.05112046607
842	0.05103689878
843	0.05093423163
844	0.05087406051
845	0.05079296773
846	0.05073303712
847	0.05064999951
848	0.05054884247
849	0.05049891005
850	0.05039593538
851	0.05033745283
852	0.05026192483
853	0.05013987104
854	0.05003584018
855	0.04996121568
856	0.0498139161
857	0.04969436001
858	0.04963947369
859	0.04955949991
860	0.04947109454
861	0.04936516084
862	0.04922556223
863	0.04915504512
864	0.04911058229
865	0.04905702154
866	0.04901994191
867	0.04894937253
868	0.04884884893
869	0.04875645547
870	0.04860456226
871	0.04852594991
872	0.04847490762
873	0.04839628221
874	0.04830352566
875	0.04820105465
876	0.04803727745
877	0.0479587563
878	0.04790846458
879	0.04787244574
880	0.04781039144
881	0.04774169897
882	0.04765359767
883	0.0475975468
884	0.04750789954
885	0.04744511251
886	0.04736683467
887	0.04723368576
888	0.04716620896
889	0.04707141049
890	0.04698920953
891	0.04693431626
892	0.04686920101
893	0.0468223811
894	0.04675796632
895	0.04667176931
896	0.04663167409
897	0.04661702514
898	0.04653561832
899	0.04647210481
900	0.04637316572
901	0.04630073042
902	0.04621877434
903	0.04616368161
904	0.04605239163
905	0.04595303601
906	0.04584051012
907	0.04576260348
908	0.04568442764
909	0.04563004695
910	0.04553533338
911	0.0454598563
912	0.04537660078
913	0.0453047217
914	0.04523519425
915	0.04516476316
916	0.04508223064
917	0.04500810496
918	0.04495113466
919	0.0448918841
920	0.04482824426
921	0.04475598105
922	0.04467093979
923	0.04463968689
924	0.04454897192
925	0.04447596666
926	0.04444473707
927	0.04441740295
928	0.04435178036
929	0.04427612183
930	0.04419501261
931	0.04412412333
932	0.0440628364
933	0.04392992301
934	0.0438569915
935	0.04378613354
936	0.04370214964
937	0.04361869818
938	0.04354608481
939	0.04342446893
940	0.04335381507
941	0.04330891842
942	0.0432153423
943	0.04316695818
944	0.0431133481
945	0.04301420644
946	0.04294372136
947	0.04287173653
948	0.04281671881
949	0.04272788318
950	0.04261983517
951	0.04256360086
952	0.0425311008
953	0.04243900408
954	0.04233962267
955	0.04224142557
956	0.04218667355
957	0.04212931432
958	0.04204960335
959	0.04196845884
960	0.04190876884
961	0.04188380544
962	0.04182099038
963	0.04175574679
964	0.04171396604
965	0.04167929189
966	0.04160224791
967	0.04151125798
968	0.04145616384
969	0.04139700586
970	0.04135422811
971	0.04128257698
972	0.04123609206
973	0.04115575266
974	0.04108868213
975	0.04100898302
976	0.04092855705
977	0.04083891651
978	0.04078843502
979	0.04073698712
980	0.04068170572
981	0.04062797683
982	0.04055931232
983	0.04050454593
984	0.04048197604
985	0.04042741375
986	0.0404040003
987	0.0403707848
988	0.04035104919
989	0.04029790785
990	0.04025790475
991	0.04020349706
992	0.04016384346
993	0.04012439
994	0.04006805254
995	0.03995586298
996	0.03986718791
997	0.03981434931
998	0.03974428162
999	0.03967434519
